TEMPO;FO
0;95373
5;85150
10;85150
15;85150
20;85150
25;85150
30;85150
35;85150
40;85150
45;85150
50;85150
55;85150
60;85150
65;85150
70;85150
75;85150
80;85150
85;85150
90;85150
95;85150
100;85150
105;85150
110;85150
115;85150
120;85150
125;85150
130;85150
135;85150
140;85150
145;85150
150;85150
155;85150
160;85150
165;85150
170;85150
175;85150
180;85150
185;85150
190;85150
195;85150
200;85150
205;85150
210;83910
215;83895
220;83895
225;83895
230;83895
235;83895
240;83895
245;83895
250;83895
255;83895
260;83895
265;83895
270;83895
275;83895
280;83895
285;83504
290;81196
295;81169
300;81169
