TEMPO;FO
0;96571
5;84105
10;83973
15;83749
20;83749
25;83749
30;83749
35;83749
40;83749
45;83749
50;83749
55;83749
60;83749
65;83749
70;83749
75;83749
80;83749
85;83749
90;83749
95;83749
100;83749
105;83749
110;83749
115;83749
120;83749
125;83749
130;83749
135;83749
140;83749
145;83749
150;83749
155;83749
160;83749
165;83749
170;83749
175;83749
180;83749
185;83749
190;83749
195;83749
200;83749
205;83749
210;83749
215;83749
220;83749
225;83749
230;83749
235;83749
240;83749
245;83749
250;83692
255;79654
260;79654
265;79630
270;79630
275;79630
280;79630
285;79630
290;79630
295;79630
300;79630
