TEMPO;FO
0;148779
5;142187
10;139822
15;139822
20;139822
25;139822
30;139822
35;139822
40;139822
45;139200
50;139112
55;138771
60;138771
65;138771
70;138771
75;138771
80;137493
85;137493
90;137493
95;137493
100;137493
105;137137
110;137122
115;137122
120;137122
125;137122
130;137122
135;137122
140;137122
145;137122
150;137122
155;137122
160;137122
165;137122
170;137122
175;137122
180;137122
185;137122
190;137122
195;137122
200;137122
205;137122
210;137122
215;137122
220;137122
225;137122
230;137122
235;137122
240;137122
245;137122
250;137122
255;137122
260;137122
265;137122
270;137122
275;137122
280;137122
285;137122
290;137122
295;137122
300;137122
