TEMPO;FO
0;157812
5;140229
10;140229
15;140229
20;140229
25;140229
30;137940
35;135146
40;133092
45;133092
50;133092
55;133092
60;133092
65;133092
70;133092
75;133092
80;133092
85;133092
90;133092
95;133092
100;133092
105;133092
110;133092
115;133092
120;133092
125;133092
130;133092
135;133092
140;133092
145;133092
150;133092
155;133092
160;133092
165;133092
170;133092
175;133092
180;133092
185;133092
190;133092
195;133092
200;133092
205;133092
210;133092
215;133092
220;133092
225;133092
230;133092
235;133092
240;133092
245;133092
250;133092
255;133092
260;133092
265;133092
270;133092
275;133092
280;133092
285;133092
290;133092
295;133092
300;133092
