TEMPO;FO
0;95563
5;87429
10;87429
15;87117
20;86941
25;86941
30;85565
35;85565
40;84096
45;84096
50;84096
55;84096
60;82904
65;82744
70;82744
75;82744
80;82051
85;82051
90;82051
95;82051
100;82051
105;82051
110;82051
115;82051
120;82051
125;82051
130;82051
135;82051
140;82051
145;82051
150;82051
155;82051
160;82051
165;82051
170;82051
175;82051
180;82051
185;82051
190;82051
195;82051
200;82051
205;82051
210;82051
215;82051
220;82051
225;82051
230;82051
235;82051
240;82051
245;82051
250;82051
255;82051
260;82051
265;82051
270;82051
275;82051
280;82051
285;82051
290;82051
295;82051
300;82051
