TEMPO;FO
0;94848
5;79662
10;79131
15;76376
20;76376
25;75365
30;74872
35;74872
40;74790
45;73490
50;73490
55;73490
60;73368
65;73262
70;73262
75;73262
80;73262
85;73262
90;73262
95;73262
100;73262
105;73262
110;73262
115;73262
120;73262
125;73262
130;73262
135;73262
140;73262
145;73262
150;73262
155;73262
160;73262
165;73262
170;73262
175;73262
180;73262
185;73262
190;73262
195;73262
200;73262
205;73262
210;73262
215;73262
220;73262
225;73262
230;73262
235;73262
240;73262
245;73262
250;73262
255;73262
260;73262
265;73262
270;73262
275;73262
280;73262
285;73262
290;73262
295;73262
300;73262
