TEMPO;FO
0;92386
5;82389
10;81326
15;81326
20;81326
25;81326
30;81326
35;80343
40;80343
45;80343
50;80343
55;80343
60;80289
65;80289
70;80289
75;80289
80;80289
85;79317
90;79317
95;79317
100;79317
105;79317
110;79317
115;79317
120;79317
125;79317
130;79317
135;79317
140;79317
145;79317
150;79317
155;79317
160;79317
165;79317
170;79317
175;76856
180;75931
185;74890
190;74890
195;74890
200;74890
205;74890
210;74890
215;74890
220;74890
225;74890
230;74890
235;73377
240;73377
245;73377
250;73377
255;73377
260;73377
265;73377
270;73377
275;73377
280;73377
285;73377
290;73377
295;73377
300;73377
