TEMPO;FO
0;90736
5;86299
10;86257
15;85830
20;85830
25;84102
30;84102
35;84102
40;84102
45;84102
50;84102
55;84102
60;84102
65;84102
70;84102
75;84102
80;84102
85;84102
90;84102
95;84102
100;84102
105;84102
110;84102
115;84102
120;84102
125;84102
130;84102
135;82224
140;82224
145;82224
150;82224
155;82173
160;82173
165;82173
170;82173
175;82173
180;82173
185;82173
190;82173
195;82173
200;82173
205;82173
210;82173
215;82173
220;82173
225;82173
230;82173
235;82173
240;82173
245;82173
250;82173
255;82173
260;82173
265;82173
270;82173
275;82173
280;82173
285;82173
290;82173
295;82173
300;82173
