TEMPO;FO
0;92502
5;86957
10;86957
15;85575
20;85565
25;85565
30;83987
35;81071
40;80978
45;80978
50;80978
55;80978
60;80978
65;80978
70;80978
75;80978
80;80978
85;80978
90;80978
95;80978
100;80978
105;80978
110;80978
115;80978
120;80978
125;80978
130;80978
135;80978
140;80978
145;80978
150;80978
155;80978
160;80978
165;80978
170;80978
175;80978
180;80978
185;80978
190;80978
195;80978
200;80978
205;80978
210;80978
215;80978
220;80978
225;80978
230;80978
235;80978
240;80978
245;80978
250;80978
255;80978
260;80978
265;80978
270;80978
275;80978
280;80978
285;80978
290;80978
295;80978
300;80978
