TEMPO;FO
0;103853
5;95643
10;95643
15;95643
20;95643
25;95643
30;95643
35;95643
40;95643
45;95643
50;92869
55;92869
60;92869
65;89733
70;88527
75;88527
80;88527
85;88454
90;88454
95;88454
100;88454
105;88454
110;88454
115;88454
120;88454
125;88454
130;88454
135;88454
140;88454
145;88454
150;88454
155;88454
160;88454
165;88454
170;88454
175;88454
180;88454
185;88454
190;88454
195;88454
200;88454
205;88454
210;88454
215;88454
220;88454
225;88454
230;88454
235;88454
240;88437
245;88437
250;88437
255;88437
260;88437
265;88437
270;88437
275;88437
280;88437
285;88437
290;88437
295;88437
300;88437
