TEMPO;FO
0;90863
5;78603
10;78603
15;78603
20;74374
25;73451
30;73451
35;73451
40;73451
45;73451
50;73451
55;73451
60;73451
65;73451
70;73451
75;73451
80;73451
85;73029
90;73029
95;73029
100;73029
105;73029
110;73029
115;73029
120;73029
125;73029
130;73029
135;73029
140;73029
145;73029
150;73029
155;73029
160;73029
165;73029
170;73029
175;73029
180;73029
185;73029
190;73029
195;73029
200;73029
205;73029
210;73029
215;73029
220;73029
225;73029
230;73029
235;73029
240;73029
245;73029
250;73029
255;73029
260;73029
265;73029
270;73029
275;73029
280;73029
285;73029
290;73029
295;73029
300;73029
