TEMPO;FO
0;97602
5;83093
10;83093
15;83093
20;83093
25;83093
30;83093
35;83093
40;83093
45;82162
50;82162
55;80967
60;80967
65;80967
70;80967
75;80967
80;80967
85;80585
90;80585
95;80585
100;80585
105;80585
110;80585
115;80585
120;80542
125;80542
130;80542
135;80542
140;80542
145;80542
150;80542
155;80542
160;80542
165;80542
170;80542
175;80542
180;80542
185;80542
190;80542
195;80542
200;80542
205;80542
210;80542
215;80542
220;80542
225;80542
230;80542
235;80542
240;80542
245;80542
250;80542
255;80542
260;80542
265;80542
270;80542
275;80542
280;80542
285;80542
290;80542
295;80542
300;80542
