TEMPO;FO
0;110486
5;94457
10;94457
15;93181
20;87263
25;87257
30;86125
35;86125
40;86125
45;86125
50;86125
55;86125
60;86125
65;86051
70;86051
75;86051
80;86051
85;86051
90;86051
95;86051
100;86051
105;86051
110;86051
115;86051
120;86051
125;86051
130;86051
135;86051
140;86051
145;86051
150;86051
155;86051
160;86051
165;86051
170;86051
175;86051
180;86051
185;86051
190;86051
195;86051
200;86051
205;86051
210;86051
215;86051
220;86051
225;86051
230;86051
235;86051
240;86051
245;86051
250;86051
255;86051
260;86051
265;86051
270;86051
275;86051
280;86051
285;86051
290;86051
295;86051
300;86051
