TEMPO;FO
0;107636
5;95958
10;95958
15;95958
20;95958
25;95958
30;95958
35;95958
40;95958
45;95958
50;95949
55;95949
60;95949
65;95893
70;95893
75;95893
80;95893
85;95893
90;95893
95;95893
100;94313
105;94313
110;94313
115;94313
120;94313
125;94313
130;94313
135;93219
140;93213
145;93120
150;93120
155;93120
160;93120
165;93120
170;93120
175;93120
180;93120
185;93120
190;93120
195;93120
200;93120
205;93120
210;93120
215;93120
220;93120
225;93120
230;93120
235;93120
240;93120
245;93120
250;93120
255;93120
260;93120
265;93120
270;93120
275;93120
280;93120
285;93120
290;93120
295;93120
300;93120
