TEMPO;FO
0;109116
5;90084
10;90084
15;88393
20;88393
25;88393
30;88393
35;88393
40;88393
45;87401
50;86572
55;86572
60;86572
65;86572
70;86572
75;86572
80;86572
85;86572
90;86572
95;86572
100;86572
105;86572
110;86572
115;86572
120;86572
125;86572
130;86572
135;86572
140;86572
145;86572
150;86572
155;86572
160;86572
165;86572
170;86572
175;86572
180;86572
185;86572
190;86572
195;85726
200;85571
205;85571
210;85571
215;85571
220;85571
225;85571
230;85571
235;85571
240;85571
245;85571
250;85571
255;85571
260;85571
265;85571
270;85571
275;85571
280;85571
285;85571
290;85571
295;85571
300;85571
