TEMPO;FO
0;104080
5;97177
10;94442
15;94442
20;94442
25;94442
30;94442
35;94442
40;94442
45;94442
50;94442
55;94442
60;94442
65;94442
70;94442
75;94442
80;94442
85;94442
90;94442
95;94442
100;94442
105;94442
110;94442
115;94442
120;94442
125;94442
130;94442
135;94442
140;94439
145;94166
150;94164
155;94164
160;94164
165;94164
170;94164
175;94164
180;94164
185;94164
190;94164
195;94164
200;92979
205;92975
210;92972
215;92972
220;92972
225;92972
230;92972
235;92972
240;92972
245;92972
250;92972
255;92972
260;92972
265;92972
270;92972
275;92972
280;92972
285;92972
290;92972
295;92972
300;92972
