TEMPO;FO
0;142994
5;85645
10;84408
15;84408
20;84408
25;84408
30;84408
35;84408
40;84408
45;84408
50;84408
55;84408
60;84408
65;81968
70;81968
75;81968
80;81968
85;81968
90;81968
95;81594
100;81594
105;81594
110;81505
115;81505
120;81505
125;81505
130;81505
135;81505
140;81505
145;81505
150;81505
155;81130
160;81130
165;81130
170;81130
175;81130
180;81130
185;81130
190;81130
195;81130
200;81130
205;81130
210;81130
215;81130
220;81130
225;81130
230;81130
235;81130
240;81130
245;81130
250;81130
255;81130
260;81130
265;81130
270;81130
275;81130
280;81130
285;81130
290;81130
295;81130
300;81130
