TEMPO;FO
0;141949
5;88911
10;87629
15;84026
20;84026
25;84026
30;84026
35;84026
40;84026
45;83391
50;81099
55;81099
60;81099
65;81099
70;81099
75;81099
80;81099
85;81099
90;81099
95;81099
100;81099
105;81099
110;81099
115;81099
120;81099
125;81099
130;81099
135;81099
140;81099
145;81099
150;81099
155;81099
160;81099
165;81099
170;81099
175;81099
180;81099
185;81099
190;81099
195;81099
200;81099
205;81099
210;81099
215;81099
220;81099
225;81099
230;81099
235;81099
240;81099
245;81099
250;81099
255;81099
260;81099
265;81099
270;81099
275;81099
280;81099
285;81099
290;81099
295;81099
300;81099
