TEMPO;FO
0;162395
5;94708
10;94708
15;94708
20;94708
25;94708
30;94708
35;94708
40;94708
45;94708
50;94708
55;94708
60;94708
65;94708
70;94708
75;94708
80;94708
85;94708
90;94708
95;94708
100;94708
105;94708
110;94708
115;94708
120;94708
125;94708
130;94708
135;94708
140;94708
145;94708
150;94708
155;94708
160;94708
165;94708
170;94708
175;94708
180;94708
185;94708
190;94708
195;94708
200;94708
205;94708
210;94708
215;94708
220;94708
225;94708
230;94708
235;91014
240;91014
245;91014
250;91014
255;91014
260;91014
265;91014
270;91014
275;91014
280;91014
285;91014
290;91014
295;91014
300;91014
