TEMPO;FO
0;154271
5;90523
10;79442
15;79442
20;79442
25;79442
30;79442
35;79442
40;79442
45;79442
50;79442
55;79442
60;79442
65;79442
70;79442
75;79442
80;79442
85;79442
90;79442
95;79442
100;79442
105;79442
110;79442
115;79442
120;79442
125;79442
130;79442
135;79442
140;79442
145;79442
150;79442
155;79442
160;79442
165;79442
170;79442
175;79442
180;79442
185;79442
190;79442
195;79442
200;79442
205;79442
210;79442
215;79442
220;79442
225;79442
230;79442
235;79442
240;79442
245;79442
250;79442
255;79442
260;79442
265;79442
270;79442
275;79442
280;79442
285;79442
290;79442
295;79442
300;79442
