TEMPO;FO
0;153642
5;91479
10;91182
15;89128
20;89128
25;89128
30;89128
35;89024
40;89024
45;89024
50;88325
55;88325
60;88325
65;88325
70;88325
75;88325
80;88325
85;88325
90;88325
95;88325
100;88325
105;88325
110;88325
115;88325
120;88325
125;88325
130;88325
135;88325
140;88325
145;88325
150;87718
155;87718
160;87718
165;87718
170;87718
175;87718
180;87718
185;87718
190;87718
195;87718
200;87718
205;87718
210;87718
215;87718
220;87718
225;87718
230;87718
235;87718
240;87718
245;87718
250;87718
255;87718
260;87718
265;87718
270;87718
275;87718
280;87718
285;87718
290;87718
295;87718
300;87718
