TEMPO;FO
0;163131
5;100803
10;100803
15;100803
20;100803
25;98773
30;98773
35;98773
40;98773
45;96390
50;96390
55;96390
60;96390
65;96390
70;96390
75;96390
80;96390
85;96390
90;96390
95;96390
100;96390
105;96390
110;96390
115;96338
120;96338
125;96338
130;96338
135;96338
140;96338
145;96338
150;96338
155;96338
160;96338
165;96338
170;96338
175;96338
180;96338
185;96338
190;96338
195;96338
200;96338
205;96338
210;96338
215;96338
220;96338
225;96338
230;96338
235;96338
240;96338
245;96233
250;96233
255;96233
260;96233
265;96233
270;96233
275;96233
280;96233
285;96233
290;96233
295;96233
300;96233
