TEMPO;FO
0;152852
5;89475
10;89475
15;86940
20;86940
25;86940
30;86940
35;86940
40;86940
45;86940
50;86940
55;86940
60;86940
65;86940
70;86940
75;86940
80;86940
85;84786
90;84786
95;84786
100;84786
105;84786
110;84786
115;84786
120;84786
125;84786
130;84786
135;84786
140;84786
145;84786
150;84786
155;84786
160;84786
165;84786
170;84786
175;84786
180;84786
185;84786
190;84786
195;84282
200;84282
205;82294
210;82294
215;82294
220;82294
225;82294
230;82294
235;82294
240;82294
245;82294
250;82294
255;82294
260;82294
265;82294
270;82294
275;82294
280;82294
285;82294
290;82294
295;82294
300;82294
