TEMPO;FO
0;161981
5;98370
10;98370
15;98370
20;97199
25;97199
30;97199
35;97199
40;97199
45;97199
50;97199
55;97199
60;97199
65;94928
70;94928
75;94928
80;94928
85;94928
90;94928
95;94928
100;94928
105;94928
110;94928
115;94928
120;94928
125;94928
130;94928
135;94928
140;94928
145;94928
150;94928
155;94928
160;94928
165;94928
170;94928
175;94928
180;94928
185;94928
190;94928
195;94928
200;94928
205;94928
210;94928
215;94928
220;94928
225;94928
230;94928
235;94928
240;94928
245;94928
250;94928
255;94928
260;94928
265;94928
270;94928
275;94928
280;94928
285;94928
290;94928
295;94928
300;94928
