TEMPO;FO
0;143045
5;84609
10;84609
15;84609
20;84609
25;84609
30;84609
35;83959
40;83959
45;83959
50;83959
55;83959
60;83959
65;83959
70;83959
75;83959
80;83959
85;83959
90;83959
95;83959
100;83959
105;80899
110;80899
115;80899
120;80899
125;80899
130;80899
135;80899
140;80899
145;80899
150;80899
155;80899
160;79334
165;79334
170;79334
175;79334
180;79334
185;79334
190;79334
195;79334
200;79334
205;79334
210;79334
215;79334
220;79334
225;79334
230;79334
235;79334
240;79334
245;79334
250;79334
255;79334
260;79334
265;79334
270;79334
275;79334
280;79334
285;79334
290;79334
295;79334
300;79334
